行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
西區,臺中市西區中華路一段１－７號９樓之２,九層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區復興北路７９５號３樓之２,三層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,無,22000,坡道機械,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區環太東路５６０號七樓之７,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,26000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區黎明東街３９９號八樓之１０,八層,住宅大樓(11層含以上有電梯),住家用,3,2,1,有,18000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區永福路１３０號５樓之１１,五層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,12000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區福上巷１３３號五樓之１,五層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,19000,,多人共同承租3；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區福聯街１５巷９號８樓之２１,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區寶山東二街１９巷１７號２F３,二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,無,12500,坡道平面,,分租雅房,有,有,冷氣、熱水器、洗衣機、電視機
南屯區,臺中市南屯區寶山東二街１９巷１７號２樓之３,二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,無,12500,坡道平面,,分租雅房,有,有,冷氣、熱水器、洗衣機、電視機
豐原區,臺中市豐原區仁洲街８號十三樓之７,十三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,27000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
烏日區,臺中市烏日區三榮南路１１９號,全,透天厝,住宅、停車空間、樓梯間,12,0,12,有,13500,,,分租套房,無,有,冷氣、熱水器、洗衣機、冰箱
太平區,臺中市太平區永平南路４５號三樓之１６,三層,華廈(10層含以下有電梯),辦公室,1,0,1,有,4200,,含增建或未登記建物；續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南區,臺中市南區仁義街８６-１４號７樓,七層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,4300,,住宅及都市更新中心辦理社會住宅包租代管計畫。 管理費700元由出租人負擔,獨立套房,有,有,冷氣、熱水器、冰箱
中區,臺中市中區民族路２５號,見其他登記事項,辦公商業大樓,商業用,0,1,1,無,16000,,只承租一樓與騎樓租賃建物部分範圍，且未計入共有部分面積；,,有,有,
西區,臺中市西區三民路一段５０巷１１樓之４８,十一層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8000,,,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
中區,臺中市中區自由路二段９-８-１１號,八層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,12000,,社會住宅包租代管公會版5期18,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱
西區,臺中市西區中美街２５３巷１０號,全,透天厝,住家用,6,6,6,有,6000,,,分租套房,無,無,冷氣、熱水器、電視機、冰箱
中區,臺中市中區三民路二段１４５號５樓之３,五層,住宅大樓(11層含以上有電梯),商業用,3,3,3,有,9500,,租金總額含管理費；,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區日新街３０號,全,透天厝,住家用,8,0,8,有,8000,,,分租套房,無,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣、有線電視、網路
西區,臺中市西區日新街３０號,全,透天厝,住家用,8,0,8,有,8000,,,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
西區,臺中市西區日新街３０號,全,透天厝,住家用,8,0,8,有,7500,,,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
西區,臺中市西區日新街３０號,全,透天厝,住家用,8,1,8,有,6000,,親友、員工、共有人或其他特殊關係間之租賃；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
東區,臺中市東區大智路３４１號９樓之５,九層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,19500,,多人共同承租3；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區自由路二段１２號８樓之９,八層,住宅大樓(11層含以上有電梯),商業用,1,0,1,有,7340,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費660元由出租人負擔。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北屯區,臺中市北屯區昌平路二段５０之６巷１３號八樓之２,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,6500,,,獨立套房,有,有,冷氣、熱水器、冰箱
南屯區,臺中市南屯區向心路１０９號八樓之１５,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,9000,,台中市政府包租代管計畫，管理費1000元由出租人負擔。,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區永福路１３０號３樓之８,三層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,9000,,續租案件；,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南屯區,臺中市南屯區忠勇路２３-２５號５樓,五層,華廈(10層含以下有電梯),住家用,35,0,35,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區忠勇路２３-２６５樓,六層,華廈(10層含以下有電梯),住家用,33,0,33,有,9000,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區忠勇路２３-２５號２樓,二層,華廈(10層含以下有電梯),住家用,42,0,42,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區文心路一段２１４號１０樓之６,十層,住宅大樓(11層含以上有電梯),住家用,1,2,1,有,24000,坡道機械,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安十街１５０之５號,一層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,11000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區保安十街１５０號三樓之２６,三層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,12000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區文心南三路５２８號１０樓之２,十層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,24000,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區南屯路二段１１２號,全,透天厝,人行道、店房、避難室、住房、停車空間,0,0,0,無,23000,,租賃建物部分範圍，且未計入共有部分面積；,,無,無,
南屯區,臺中市南屯區大光街１１９號十三樓之２,十三層,住宅大樓(11層含以上有電梯),住家用,3,2,2,無,21700,,社會住宅包租代管公會版4期922-1續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西屯區,臺中市西屯區西屯路二段上石北２巷２２號三樓之７,三層,華廈(10層含以下有電梯),住家用,1,0,1,有,6000,,續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區永福路１３４號十一樓之１,十一層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,20000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
潭子區,臺中市潭子區榮興街５７巷１２號六樓,六層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,17000,,此為國家住宅及都市更新中心社會住宅包租代管計畫。,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區中山路一段４４５巷１７號,全,透天厝,住宅．停車空間,4,3,3,無,38000,,,整棟(戶)出租,無,無,冷氣
太平區,臺中市太平區長億南二街２０號五樓,五層,公寓(5樓含以下無電梯),住宅、梯間,3,2,1,有,14500,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
龍井區,臺中市龍井區新興路２２巷２弄２３號四樓之５,四層,華廈(10層含以下有電梯),集合住宅,1,1,1,有,16400,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區文心南十路２１０號５樓之５,五層,住宅大樓(11層含以上有電梯),住家用,2,2,2,有,18000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
東區,臺中市東區東英１６街４１號,見其他登記事項,華廈(10層含以下有電梯),住商用,3,2,2,無,13000,,續租案件；,整棟(戶)出租,有,有,熱水器
南區,臺中市南區南陽街４６巷１弄１６號,全,透天厝,住家用,3,3,2,有,16000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器
北區,臺中市北區進化北路３９６號３樓之７,三層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,26000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
北區,臺中市北區健行路４４３號１０樓之３７,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7300,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區河南路二段２２９號１樓,全,透天厝,住宅、人行道、店舖、停車空間,0,1,1,無,38000,,,,無,無,
西屯區,臺中市西屯區工業區一路５８巷１號二樓之１２,二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,20550,坡道機械,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區國安一路２３３巷１５號十一樓之２,十一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,19000,,此為住都中心社會住宅包租代管計畫物件。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區工業區十六路３-２１號３樓,三層,華廈(10層含以下有電梯),招待所（僅對特定對象提供臨時性住宿服務之招待所）,13,0,13,有,13800,,,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區西屯路三段４６之３號３樓,三層,公寓(5樓含以下無電梯),住家用,2,1,2,有,15000,,租金總額含管理費；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區西屯路二段１２６巷１９號二樓之５,二層,華廈(10層含以下有電梯),住家用,1,0,1,有,11500,,續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機
西屯區,臺中市西屯區永昌街４３號五樓之４,五層,華廈(10層含以下有電梯),住家用,1,1,1,有,11000,,,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區文心路二段５９８號七樓之３,七層,辦公商業大樓,辦公室,0,0,0,無,47000,,租金總額含稅；,,有,有,
西屯區,臺中市西屯區市政北二路２３８號十樓之５,十層,辦公商業大樓,辦公事務所及工商服務業,1,1,0,無,119700,坡道平面,租金總額含稅；,,有,有,
西屯區,臺中市西屯區文華路７之６號４樓之９,四層,公寓(5樓含以下無電梯),住家用,1,0,1,有,5000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。,獨立套房,無,無,冷氣、熱水器、電視機、冰箱
豐原區,臺中市豐原區保康路６６巷５號,一層,華廈(10層含以下有電梯),住家用,2,2,2,有,13000,,社會住宅管理費1600元、水電瓦斯另由承租人負擔,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
大甲區,臺中市大甲區臨江路１５０巷９之１７號,全,透天厝,住宅、樓梯間,4,2,3,有,15000,,,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
大雅區,臺中市大雅區中清路五段９７巷６弄３５號,全,透天厝,住家用,2,2,2,無,22000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
潭子區,臺中市潭子區榮興街２１巷１２號８樓,八層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,30000,坡道機械,租金總額含網路費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
潭子區,臺中市潭子區合作街３８巷４２號９樓之１,九層,住宅大樓(11層含以上有電梯),住家用,3,2,2,無,19000,坡道平面,續租案件；,整棟(戶)出租,有,有,熱水器、瓦斯或天然氣
烏日區,臺中市烏日區高鐵一路３４０號,一層,店面(店鋪),店舖,0,0,0,無,30000,坡道平面,,,有,有,
烏日區,臺中市烏日區中山路一段２２５號３樓,見其他登記事項,廠辦,人行道．門廳．作業廠房附屬辦公室．作業廠房．電梯間．安全梯間．樓梯間．機械室,0,1,1,無,35000,,,,無,有,冰箱
烏日區,臺中市烏日區高鐵一路３４２號,一層,店面(店鋪),店舖,0,0,0,無,30000,坡道平面,,,有,有,
霧峰區,臺中市霧峰區草湖路６２號６樓之８,六層,住宅大樓(11層含以上有電梯),集合住宅,9,0,9,有,10800,,多人共同承租2；租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
霧峰區,臺中市霧峰區草湖路６２號９樓之７,九層,住宅大樓(11層含以上有電梯),集合住宅,7,0,7,有,6800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,有,冷氣、熱水器、冰箱、網路
太平區,臺中市太平區永平南路４５號三樓之２７,三層,華廈(10層含以下有電梯),辦公室,1,0,1,有,4200,,含增建或未登記建物；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
東區,臺中市東區公園東路５７號十四樓之７,十四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,20000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
中區,臺中市中區中華路一段１７１-５-６號,五層,華廈(10層含以下有電梯),住家用,2,2,1,有,16500,,房屋租金16500/月，管理費1500/月,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區精誠路４４７號５樓之１,五層,華廈(10層含以下有電梯),住家用,1,0,1,有,15000,,續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區國光路８５號８樓之１,八層,住宅大樓(11層含以上有電梯),住家用,3,2,1,無,11500,,此為台中市政府社會住宅包租代管計畫。多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西區,臺中市西區三民路一段５０巷８號３樓之１７,三層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,9000,,,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
東區,臺中市東區振興路１之５號五樓之１,五層,華廈(10層含以下有電梯),集合住宅,1,1,1,無,16100,一樓平面,租金已扣除管理費2900元,獨立套房,有,有,冷氣、熱水器
西區,臺中市西區五權七街１２３號十二樓之十五,十二層,住宅大樓(11層含以上有電梯),集合住宅,4,2,2,有,32000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、電視機、瓦斯或天然氣
南區,臺中市南區學府路１４６巷１５號１７樓之１７,十七層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,8300,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區五權路２之４６號１１樓之５,十一層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,5200,,此為台中市政府社會住宅包租代管計畫。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南區,臺中市南區工學北路８６號７樓之４７,七層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,6500,,,獨立套房,有,有,冷氣、熱水器、電視機
北區,臺中市北區進化北路３１７號８樓之２１,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,16000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區國校巷７號４樓,四層,公寓(5樓含以下無電梯),住家用,3,2,1,有,15000,,,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區國安一路８７號十八樓之６,十八層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,29900,坡道平面,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區國安一路５１之９號７樓之１,七層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,19000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
西屯區,臺中市西屯區長安路二段９之４號,五層,公寓(5樓含以下無電梯),住家用,3,2,2,無,10500,,,整棟(戶)出租,無,無,熱水器
南屯區,臺中市南屯區文心南三路５２８號１８樓之８,十八層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,23000,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
豐原區,臺中市豐原區三豐路二段３９６巷２２弄１７６號,全,透天厝,住家用,4,2,3,有,22000,,1.本棟建物於戶政增設門牌為一棟兩戶現僅將右邊透天出租給承租人.2.門口空地停車3.一樓後方加建廚房 二樓後方加建一間房間含增建或未登記建物；,整棟(戶)出租,無,無,冷氣
神岡區,臺中市神岡區大裡街１００巷１０號,全,透天厝,住宅、停車空間、機電設備空間,5,2,4,無,30000,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器
豐原區,臺中市豐原區互助街１０３巷１號７樓,七層,華廈(10層含以下有電梯),住家用,2,1,1,有,16500,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
潭子區,臺中市潭子區中山路一段１５巷５號五樓,五層,住宅大樓(11層含以上有電梯),住家用,3,2,2,無,16500,,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
潭子區,臺中市潭子區大成街１巷１３１號３樓,三層,華廈(10層含以下有電梯),住家用,3,2,2,有,16500,,此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
大雅區,臺中市大雅區中清路三段１１３２巷１２號７樓之１,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,19000,,此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、電視機、瓦斯或天然氣
烏日區,臺中市烏日區仁德街１０３號,全,透天厝,住宅、梯間,3,2,2,無,16000,,續租案件；,整棟(戶)出租,無,無,熱水器、瓦斯或天然氣
烏日區,臺中市烏日區高鐵三路２９號６樓之２,六層,住宅大樓(11層含以上有電梯),集合住宅,2,2,2,有,17000,,租金總額含管理費；,分租套房,有,有,冷氣、洗衣機、電視機、冰箱
龍井區,臺中市龍井區中厝路５１巷１３弄３號,全,透天厝,住商用,5,2,3,有,20000,,,整棟(戶)出租,無,無,冷氣、熱水器
龍井區,臺中市龍井區龍山街１１０號,見其他登記事項,華廈(10層含以下有電梯),店舖、集合住宅、騎樓,2,2,2,有,7767,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費每月233元由出租人負擔。租金總額含網路費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
東區,臺中市東區信義街２３０-４號４樓-２,四層,華廈(10層含以下有電梯),住家用,3,2,2,有,19900,,此為台中市政府社會住宅包租代管計畫。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區福田二街３８７號七樓,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,19600,,社會住宅包租代管公會版4期928-1合約不足一年共有屋主共2位續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區和昌街７８號４樓,四層,華廈(10層含以下有電梯),住家用,4,2,2,有,15500,,續租案件；,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
東區,臺中市東區旱溪東路一段２９２號十五樓之三,十五層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,20000,坡道平面,社會住宅管理費1434元、停車管理費200元、水電瓦斯另由承租人負擔,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區工學北路８６號５樓之５１,五層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區美村路一段３６號５樓之７,五層,住宅大樓(11層含以上有電梯),辦公室,1,0,1,有,11000,,此為國家住宅及都市更新中心社會住宅包租代管計畫。多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西區,臺中市西區三民路１段５０巷８號９樓之４１,九層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8000,,社會住宅包租代管公會版41期163-1續租案件；,獨立套房,有,有,冷氣、熱水器、冰箱
西區,臺中市西區公館路４３號６樓之１,六層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,22000,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
南區,臺中市南區東興路一段２５巷１號４樓,四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,20300,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區工學北路８６號８樓之５１,八層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機
東區,臺中市東區進德路３５５號十三樓之３,十三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,25000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區精誠２４街５號６樓之５,六層,華廈(10層含以下有電梯),住家用,1,1,1,有,11300,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區高工路４８２號九樓之３,九層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,30500,坡道平面,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區復興路三段４１７號１０樓之４,十層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,13000,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南區,臺中市南區復興路三段４１７號１０樓之４,十層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,13000,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區精美街２６號,見其他登記事項,店面(店鋪),店舖,0,0,0,無,219600,坡道平面,租金總額含稅；,,有,有,
北區,臺中市北區三民路三段２０３號７樓之１,七層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6000,,社會住宅包租代管公會版4期268-2租金總額含網路費；續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區大光街１１４號七樓之４,七層,華廈(10層含以下有電梯),住家用,1,0,1,有,11700,,,獨立套房,無,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區忠勇路２３-２５號４樓,四層,華廈(10層含以下有電梯),住家用,33,0,33,有,5500,,租金總額含水費；網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、網路
西屯區,臺中市西屯區西屯路三段宏福路三巷１８-１號,二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,無,18000,,,整棟(戶)出租,有,有,冷氣、洗衣機、電視機、冰箱
南屯區,臺中市南屯區忠勇路５２之１９３號二樓,二層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,17000,,未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區永福路１３０號４樓之１２,四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,10500,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費500元由出租人負擔。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區福強街１２７號１４樓之１０,十四層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區永福路１３０號３樓之１２,三層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,10500,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。管理費500元由出租人負擔。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區環中路三段６３號２７樓之６,二十七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,38000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區文心南三路５２８號１０樓之１２,十二層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,21000,,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區黎明東街４３３號７樓之８,七層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,10000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區黎明路三段４５６號,一層,店面(店鋪),店舖,0,0,0,無,120000,,加建約87.52坪含增建或未登記建物；,,無,無,
西屯區,臺中市西屯區福科路３３８號,見其他登記事項,住宅大樓(11層含以上有電梯),店舖、辦公室、人行道、貯藏室,0,0,0,無,80000,,租金總額含稅；,,有,有,
南屯區,臺中市南屯區大墩六街２３２號四樓之９,四層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,15000,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區黎明路三段３２２號一樓之１,一層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6500,,社會住宅包租代管公會版5期,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區福聯街７２號三樓之１５,三層,華廈(10層含以下有電梯),住家用,1,0,1,有,5100,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區福聯街７２號三樓之１６,三層,華廈(10層含以下有電梯),住家用,1,0,1,有,5300,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區甘州一街９之１號,二層,公寓(5樓含以下無電梯),住家用,4,2,2,有,16000,,社會住宅包租代管公會版41期102-1續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣
